display_name,source,avg_wait_mins,min_wait_mins,max_wait_mins,service_start,service_end
296C,frequencies.txt,20.1,15.0,30.0,05:50:00,24:56:00
84,stop_times.txt,20.1,4.0,171.0,06:00:00,23:00:00
86K,stop_times.txt,20.1,1.0,108.0,05:30:00,24:45:00
NA37,stop_times.txt,20.2,3.0,30.0,00:20:00,05:57:00
234X,frequencies.txt,20.2,15.0,25.0,06:15:00,24:14:00
900,stop_times.txt,20.2,5.0,60.0,06:30:00,22:10:00
E41,frequencies.txt,20.3,9.0,25.0,05:15:00,25:10:00
82M,frequencies.txt,20.3,12.0,30.0,05:45:00,23:00:00
21K,frequencies.txt,20.3,12.0,30.0,00:15:00,24:00:00
A43,frequencies.txt,20.3,12.0,30.0,05:10:00,24:47:00
90B,frequencies.txt,20.3,10.0,30.0,06:30:00,24:10:00
68,frequencies.txt,20.4,10.0,30.0,05:45:00,23:45:00
273A,frequencies.txt,20.4,10.0,30.0,05:25:00,24:55:00
961,stop_times.txt,20.4,1.0,105.0,05:20:00,25:27:00
32,frequencies.txt,20.4,10.0,30.0,05:50:00,24:52:00
59A,frequencies.txt,20.4,6.0,60.0,06:00:00,24:00:00
80K,frequencies.txt,20.4,12.0,30.0,05:30:00,24:35:00
104,frequencies.txt,20.4,10.0,30.0,05:45:00,23:50:00
51B,stop_times.txt,20.4,3.0,70.0,05:20:00,21:30:00
934,frequencies.txt,20.5,6.0,30.0,06:30:00,23:00:00
238X,frequencies.txt,20.5,12.0,30.0,06:00:00,24:30:00
6D,frequencies.txt,20.5,12.0,30.0,05:30:00,24:47:00
290A,frequencies.txt,20.5,10.0,25.0,05:15:00,25:06:00
60M,frequencies.txt,20.5,10.0,30.0,05:40:00,24:40:00
55K,stop_times.txt,20.5,1.0,176.0,04:30:00,25:06:00
36B,frequencies.txt,20.5,12.0,25.0,05:30:00,24:40:00
273D,frequencies.txt,20.5,15.0,30.0,06:30:00,23:30:00
47S,stop_times.txt,20.5,11.0,139.0,00:10:00,29:07:00
31,stop_times.txt,20.5,1.0,222.0,05:45:00,24:15:00
E32,frequencies.txt,20.6,12.0,30.0,05:15:00,24:00:00
641,stop_times.txt,20.6,2.0,235.0,06:55:00,24:55:00
92,frequencies.txt,20.6,10.0,30.0,05:30:00,23:45:00
234B,stop_times.txt,20.7,1.0,125.0,05:50:00,23:20:00
234B,frequencies.txt,20.7,12.0,30.0,05:50:00,23:20:00
33X,stop_times.txt,20.7,1.0,40.0,07:30:00,21:00:00
66,frequencies.txt,20.7,7.0,30.0,06:30:00,23:00:00
77K,frequencies.txt,20.7,12.0,30.0,05:55:00,24:00:00
41M,frequencies.txt,20.8,8.0,30.0,05:35:00,24:27:00
40,frequencies.txt,20.8,11.0,30.0,05:30:00,24:30:00
106P,stop_times.txt,20.8,12.0,106.0,06:45:00,19:36:00
171,frequencies.txt,20.8,12.0,30.0,00:00:00,24:38:00
E31,frequencies.txt,20.8,15.0,25.0,05:30:00,24:13:00
87D,stop_times.txt,20.8,1.0,90.0,05:30:00,24:36:00
287X,stop_times.txt,20.9,1.0,84.0,05:15:00,23:55:00
68A,frequencies.txt,20.9,10.0,30.0,05:20:00,24:52:00
103,frequencies.txt,20.9,10.0,30.0,05:25:00,24:00:00
78K,frequencies.txt,21.0,10.0,30.0,05:30:00,23:35:00
NR334,stop_times.txt,21.0,15.0,30.0,06:00:00,24:00:00
702A,stop_times.txt,21.0,10.0,43.0,07:00:00,07:53:00
701,stop_times.txt,21.0,1.0,61.0,05:45:00,24:15:00
796X,frequencies.txt,21.0,11.0,30.0,05:20:00,24:40:00
2F,frequencies.txt,21.1,14.0,30.0,05:35:00,24:15:00
66X,frequencies.txt,21.1,10.0,30.0,05:15:00,24:38:00
96C,frequencies.txt,21.1,15.0,30.0,06:00:00,22:30:00
78,frequencies.txt,21.1,9.0,25.0,05:40:00,24:00:00
79,frequencies.txt,21.1,10.0,30.0,06:30:00,21:20:00
NR88,stop_times.txt,21.1,5.0,217.0,06:10:00,22:53:00
K76S,stop_times.txt,21.2,5.0,30.0,07:00:00,20:39:00
48P,stop_times.txt,21.2,7.0,30.0,07:15:00,19:32:00
269M,frequencies.txt,21.2,11.0,30.0,05:20:00,25:22:00
E36,frequencies.txt,21.2,15.0,30.0,05:05:00,25:00:00
42,frequencies.txt,21.2,10.0,60.0,05:30:00,24:50:00
234A,frequencies.txt,21.2,12.0,27.0,06:00:00,24:30:00
31B,frequencies.txt,21.2,12.0,30.0,05:35:00,24:15:00
E42P,stop_times.txt,21.2,20.0,25.0,06:45:00,19:45:00
61M,stop_times.txt,21.3,1.0,209.0,05:25:00,24:30:00
286C,frequencies.txt,21.3,8.0,30.0,06:00:00,23:10:00
281,frequencies.txt,21.4,15.0,25.0,05:20:00,25:15:00
X42C,frequencies.txt,21.4,6.0,30.0,06:15:00,22:15:00
814,frequencies.txt,21.4,15.0,30.0,06:30:00,23:30:00
900,frequencies.txt,21.4,12.0,30.0,06:30:00,22:10:00
S52,frequencies.txt,21.4,17.0,30.0,05:28:00,23:52:00
96A,frequencies.txt,21.5,15.0,30.0,07:00:00,22:30:00
18,frequencies.txt,21.5,10.0,40.0,05:30:00,24:22:00
E22,frequencies.txt,21.5,8.0,30.0,05:30:00,25:28:00
57M,frequencies.txt,21.5,5.0,30.0,05:35:00,24:15:00
56K,frequencies.txt,21.5,10.0,30.0,06:00:00,20:24:00
286X,stop_times.txt,21.5,2.0,163.0,05:30:00,24:00:00
7059,stop_times.txt,21.5,4.0,76.0,07:30:00,19:36:00
290,frequencies.txt,21.6,10.0,25.0,05:15:00,23:55:00
28B,frequencies.txt,21.6,12.0,30.0,06:20:00,22:10:00
36A,frequencies.txt,21.6,4.0,30.0,05:20:00,24:00:00
68X,stop_times.txt,21.6,1.0,122.0,05:25:00,25:56:00
30X,frequencies.txt,21.6,13.0,30.0,06:00:00,24:00:00
83S,stop_times.txt,21.6,1.0,91.0,06:45:00,19:50:00
260C,frequencies.txt,21.7,15.0,30.0,06:55:00,19:18:00
258P,frequencies.txt,21.7,12.0,30.0,06:50:00,20:00:00
680X,stop_times.txt,21.7,20.0,25.0,07:05:00,20:03:00
58K,frequencies.txt,21.7,15.0,30.0,06:00:00,23:00:00
41A,frequencies.txt,21.7,5.0,30.0,05:40:00,24:20:00
948,frequencies.txt,21.7,8.0,30.0,08:20:00,24:00:00
702,stop_times.txt,21.7,1.0,147.0,05:45:00,24:20:00
251B,stop_times.txt,21.8,10.0,48.0,05:30:00,25:20:00
70P,frequencies.txt,21.8,7.0,30.0,05:40:00,19:35:00
284,frequencies.txt,21.8,15.0,30.0,06:00:00,24:00:00
3M,frequencies.txt,21.8,10.0,30.0,05:50:00,25:35:00
603S,stop_times.txt,21.8,11.0,48.0,06:40:00,09:00:00
34M,stop_times.txt,21.8,1.0,211.0,05:45:00,24:05:00
806B,frequencies.txt,21.8,12.0,25.0,06:30:00,22:10:00
Kwun Tong - Huanggang,frequencies.txt,21.9,10.0,45.0,00:00:00,24:52:00
65S,frequencies.txt,21.9,20.0,25.0,02:30:00,26:30:00
97,frequencies.txt,21.9,15.0,30.0,05:30:00,19:05:00
13,stop_times.txt,21.9,1.0,168.0,06:15:00,24:00:00
B9,frequencies.txt,21.9,15.0,30.0,06:00:00,22:30:00
50M,frequencies.txt,22.0,15.0,30.0,06:00:00,23:30:00
22S,stop_times.txt,22.0,1.0,61.0,06:45:00,23:50:00
914,frequencies.txt,22.0,13.0,30.0,06:25:00,23:39:00
88,stop_times.txt,22.0,1.0,240.0,05:30:00,24:31:00
720P,stop_times.txt,22.1,3.0,125.0,06:15:00,09:41:00
81C,frequencies.txt,22.1,10.0,60.0,05:15:00,25:13:00
E36S,frequencies.txt,22.1,15.0,30.0,05:30:00,19:09:00
85X,frequencies.txt,22.2,9.0,30.0,05:25:00,24:15:00
797,stop_times.txt,22.2,3.0,63.0,06:00:00,24:00:00
251A,frequencies.txt,22.2,15.0,30.0,05:25:00,25:25:00
33A,frequencies.txt,22.2,8.0,30.0,05:40:00,24:20:00
1M,frequencies.txt,22.2,15.0,30.0,06:30:00,24:00:00
258P,stop_times.txt,22.2,2.0,80.0,06:50:00,20:00:00
43X,stop_times.txt,22.2,1.0,185.0,05:15:00,24:30:00
83X,frequencies.txt,22.2,10.0,30.0,05:40:00,24:15:00
71K,frequencies.txt,22.2,15.0,30.0,06:00:00,24:40:00
15M,frequencies.txt,22.3,10.0,30.0,06:30:00,25:12:00
25,stop_times.txt,22.3,2.0,48.0,06:20:00,24:10:00
33,frequencies.txt,22.3,10.0,30.0,05:00:00,23:55:00
E21D,frequencies.txt,22.3,15.0,30.0,05:30:00,25:02:00
680,frequencies.txt,22.4,10.0,30.0,06:10:00,24:31:00
702B,frequencies.txt,22.4,16.0,25.0,10:00:00,18:00:00
203E,frequencies.txt,22.4,12.0,30.0,05:45:00,24:30:00
22X,frequencies.txt,22.4,15.0,30.0,06:10:00,23:10:00
115,frequencies.txt,22.4,9.0,30.0,06:45:00,24:17:00
962X,stop_times.txt,22.4,1.0,106.0,05:50:00,24:33:00
44A1,frequencies.txt,22.4,20.0,25.0,06:40:00,19:55:00
117,frequencies.txt,22.4,16.0,30.0,07:00:00,22:32:00
682,frequencies.txt,22.4,10.0,30.0,05:40:00,24:51:00
611B,frequencies.txt,22.5,15.0,30.0,06:30:00,18:00:00
56C,frequencies.txt,22.5,15.0,30.0,06:00:00,21:30:00
E22X,frequencies.txt,22.5,15.0,30.0,06:54:00,19:21:00
702S,frequencies.txt,22.5,15.0,30.0,07:00:00,15:40:00
12M,frequencies.txt,22.5,20.0,25.0,07:00:00,08:55:00
608S,frequencies.txt,22.5,15.0,30.0,06:00:00,21:00:00
E22P,frequencies.txt,22.5,15.0,30.0,06:50:00,19:24:00
3X,frequencies.txt,22.5,15.0,30.0,07:30:00,18:45:00
18X,frequencies.txt,22.5,20.0,25.0,07:00:00,19:40:00
85M,frequencies.txt,22.5,15.0,30.0,05:30:00,24:00:00
44A1,stop_times.txt,22.5,20.0,25.0,06:40:00,19:55:00
298F,frequencies.txt,22.5,15.0,30.0,12:20:00,19:55:00
61S,frequencies.txt,22.5,15.0,30.0,00:30:00,06:00:00
23S,frequencies.txt,22.6,8.0,60.0,06:00:00,22:00:00
93A,frequencies.txt,22.6,15.0,30.0,05:30:00,24:20:00
170,frequencies.txt,22.6,15.0,30.0,06:00:00,23:52:00
224X,stop_times.txt,22.6,2.0,88.0,06:30:00,21:00:00
641,frequencies.txt,22.7,10.0,30.0,06:55:00,24:55:00
56B,frequencies.txt,22.7,15.0,60.0,06:20:00,22:53:00
N121,frequencies.txt,22.7,15.0,30.0,00:45:00,05:35:00
35A,stop_times.txt,22.7,1.0,200.0,05:15:00,25:10:00
62X,frequencies.txt,22.7,10.0,30.0,05:35:00,25:00:00
32M,frequencies.txt,22.7,15.0,30.0,05:30:00,23:45:00
33X,frequencies.txt,22.7,20.0,30.0,07:30:00,21:00:00
28M,stop_times.txt,22.8,3.0,228.0,06:40:00,24:00:00
952,stop_times.txt,22.8,1.0,90.0,06:00:00,24:47:00
694,stop_times.txt,22.8,2.0,148.0,05:40:00,24:18:00
Tsuen Wan - Huanggang,frequencies.txt,22.8,15.0,30.0,00:00:00,23:45:00
261,frequencies.txt,22.8,15.0,30.0,05:30:00,24:12:00
N691,frequencies.txt,22.9,20.0,30.0,00:00:00,06:19:00
90A,frequencies.txt,22.9,20.0,30.0,06:30:00,19:00:00
E23,frequencies.txt,22.9,12.0,30.0,05:25:00,24:00:00
96R,frequencies.txt,22.9,18.0,30.0,07:30:00,19:59:00
7003,stop_times.txt,22.9,5.0,100.0,06:00:00,23:30:00
671,stop_times.txt,22.9,5.0,100.0,06:25:00,21:05:00
11C,frequencies.txt,23.0,15.0,30.0,05:30:00,24:10:00
14,stop_times.txt,23.0,2.0,150.0,05:15:00,24:35:00
608,frequencies.txt,23.0,10.0,30.0,05:40:00,24:35:00
85K,stop_times.txt,23.0,2.0,100.0,05:30:00,24:45:00
7M,frequencies.txt,23.0,12.0,30.0,05:50:00,24:00:00
N4X,stop_times.txt,23.0,23.0,23.0,00:00:00,02:00:00
82S,stop_times.txt,23.0,11.0,30.0,06:45:00,08:11:00
682B,frequencies.txt,23.0,20.0,30.0,06:00:00,22:18:00
26X,stop_times.txt,23.0,19.0,30.0,07:25:00,19:30:00
26A,stop_times.txt,23.0,23.0,23.0,06:30:00,22:30:00
482,stop_times.txt,23.0,23.0,23.0,23:30:00,30:00:00
213X,frequencies.txt,23.0,12.0,30.0,05:50:00,23:29:00
289K,frequencies.txt,23.0,13.0,30.0,05:25:00,24:20:00
605,frequencies.txt,23.0,22.0,25.0,06:30:00,21:00:00
22S,frequencies.txt,23.0,15.0,25.0,06:45:00,23:50:00
38X,stop_times.txt,23.0,9.0,51.0,07:00:00,08:15:00
13,frequencies.txt,23.0,10.0,30.0,06:15:00,24:00:00
89X,stop_times.txt,23.1,1.0,120.0,05:40:00,24:31:00
285,frequencies.txt,23.1,15.0,30.0,05:40:00,24:30:00
286A,frequencies.txt,23.1,15.0,30.0,05:30:00,10:15:00
701A,frequencies.txt,23.1,20.0,25.0,06:00:00,23:00:00
268M,frequencies.txt,23.1,10.0,30.0,07:00:00,24:50:00
213X,stop_times.txt,23.2,1.0,59.0,05:50:00,23:29:00
967X,stop_times.txt,23.2,2.0,63.0,07:10:00,24:05:00
52,stop_times.txt,23.2,1.0,169.0,05:00:00,24:45:00
12,frequencies.txt,23.2,6.0,60.0,05:40:00,24:38:00
74K,frequencies.txt,23.3,14.0,30.0,05:50:00,24:10:00
48,stop_times.txt,23.3,1.0,170.0,05:24:00,24:26:00
7,frequencies.txt,23.3,15.0,30.0,05:15:00,25:00:00
5,frequencies.txt,23.3,15.0,30.0,05:30:00,24:45:00
N122,frequencies.txt,23.3,17.0,35.0,00:10:00,05:59:00
N118,frequencies.txt,23.3,20.0,30.0,00:10:00,06:05:00
611P,frequencies.txt,23.3,20.0,30.0,06:30:00,19:00:00
274P,frequencies.txt,23.3,15.0,30.0,07:00:00,20:00:00
B9A,frequencies.txt,23.3,20.0,30.0,09:00:00,22:00:00
B4,stop_times.txt,23.3,10.0,50.0,05:00:00,29:00:00
N368,frequencies.txt,23.4,20.0,25.0,00:50:00,25:07:00
E32A,stop_times.txt,23.4,1.0,186.0,05:40:00,24:39:00
170,stop_times.txt,23.4,1.0,140.0,06:00:00,23:52:00
249X,frequencies.txt,23.4,11.0,30.0,06:00:00,23:00:00
269B,frequencies.txt,23.4,12.0,30.0,05:20:00,25:05:00
270B,frequencies.txt,23.5,12.0,35.0,05:50:00,25:11:00
73K,frequencies.txt,23.5,10.0,30.0,05:40:00,23:30:00
E21B,frequencies.txt,23.5,20.0,30.0,05:40:00,23:50:00
B3,frequencies.txt,23.5,10.0,35.0,00:00:00,24:20:00
108,stop_times.txt,23.6,1.0,149.0,05:30:00,23:30:00
182,frequencies.txt,23.6,15.0,30.0,06:00:00,23:50:00
600,frequencies.txt,23.6,15.0,30.0,06:00:00,23:07:00
39M,stop_times.txt,23.7,1.0,199.0,05:40:00,24:40:00
19,stop_times.txt,23.7,1.0,180.0,05:25:00,25:00:00
410,frequencies.txt,23.7,15.0,30.0,06:45:00,21:00:00
2E,frequencies.txt,23.8,15.0,30.0,05:45:00,23:50:00
E21A,frequencies.txt,23.8,20.0,30.0,07:30:00,22:00:00
7000013,stop_times.txt,23.8,5.0,70.0,06:30:00,23:30:00
40X,stop_times.txt,23.8,1.0,237.0,05:15:00,24:43:00
B3A,frequencies.txt,23.8,9.0,35.0,06:00:00,23:49:00
79K,frequencies.txt,23.8,7.0,35.0,05:40:00,24:15:00
84M,frequencies.txt,23.9,15.0,30.0,05:30:00,23:53:00
780,stop_times.txt,23.9,1.0,150.0,05:35:00,24:30:00
606,frequencies.txt,23.9,20.0,30.0,06:30:00,20:56:00
11C,stop_times.txt,24.0,2.0,228.0,05:30:00,24:10:00
279X,stop_times.txt,24.0,1.0,125.0,05:20:00,24:53:00
982C,stop_times.txt,24.0,24.0,24.0,07:30:00,08:59:00
505,frequencies.txt,24.0,15.0,30.0,06:30:00,22:00:00
78X,frequencies.txt,24.0,15.0,30.0,05:40:00,08:46:00
80X,frequencies.txt,24.0,10.0,30.0,05:40:00,24:00:00
14X,frequencies.txt,24.0,15.0,30.0,06:00:00,23:00:00
298E,frequencies.txt,24.0,15.0,30.0,06:25:00,11:55:00
76K,stop_times.txt,24.0,1.0,100.0,05:45:00,23:49:00
28MS,stop_times.txt,24.1,16.0,29.0,06:40:00,09:29:00
595,stop_times.txt,24.2,2.0,173.0,06:00:00,23:45:00
5R,frequencies.txt,24.2,15.0,30.0,07:00:00,22:00:00
NR61,stop_times.txt,24.2,20.0,30.0,07:00:00,19:08:00
795X,frequencies.txt,24.2,15.0,30.0,05:30:00,24:15:00
273,stop_times.txt,24.3,2.0,198.0,05:30:00,24:30:00
503,frequencies.txt,24.3,15.0,30.0,06:15:00,20:00:00
63X,frequencies.txt,24.3,12.0,30.0,05:30:00,25:09:00
6D,stop_times.txt,24.3,1.0,150.0,05:30:00,24:47:00
613,frequencies.txt,24.3,15.0,30.0,05:40:00,24:41:00
269M,stop_times.txt,24.3,1.0,150.0,05:20:00,25:22:00
7017,stop_times.txt,24.3,2.0,112.0,06:30:00,21:52:00
702B,stop_times.txt,24.4,4.0,141.0,10:00:00,18:00:00
792M,frequencies.txt,24.4,15.0,30.0,05:45:00,23:45:00
86A,frequencies.txt,24.4,15.0,30.0,00:00:00,23:55:00
16M,frequencies.txt,24.4,15.0,35.0,05:30:00,24:10:00
DB08R,stop_times.txt,24.4,2.0,50.0,00:15:00,24:38:00
280X,frequencies.txt,24.4,15.0,30.0,05:40:00,24:30:00
282,stop_times.txt,24.5,1.0,159.0,06:00:00,24:00:00
65K,stop_times.txt,24.5,10.0,144.0,06:05:00,19:45:00
68E,frequencies.txt,24.5,15.0,30.0,05:35:00,24:50:00
260,stop_times.txt,24.5,1.0,240.0,06:30:00,21:49:00
70P,stop_times.txt,24.5,7.0,63.0,05:40:00,19:35:00
E36A,frequencies.txt,24.6,15.0,30.0,05:20:00,23:43:00
13M,stop_times.txt,24.7,1.0,79.0,05:35:00,24:10:00
971,frequencies.txt,24.7,15.0,30.0,05:30:00,24:34:00
A41,frequencies.txt,24.7,15.0,35.0,05:25:00,25:03:00
40M,frequencies.txt,24.7,14.0,30.0,06:06:00,23:21:00
28B,stop_times.txt,24.7,2.0,175.0,06:20:00,22:10:00
298E,stop_times.txt,24.7,2.0,87.0,06:25:00,11:55:00
904,stop_times.txt,24.8,1.0,101.0,06:18:00,22:00:00
694,frequencies.txt,24.8,15.0,35.0,05:40:00,24:18:00
88K,frequencies.txt,24.8,15.0,30.0,05:30:00,24:40:00
109,frequencies.txt,24.8,8.0,30.0,06:45:00,24:23:00
276,frequencies.txt,24.8,15.0,30.0,05:25:00,25:29:00
11D,frequencies.txt,24.9,15.0,35.0,05:30:00,24:38:00
83S,frequencies.txt,24.9,12.0,30.0,06:45:00,19:50:00
74P,stop_times.txt,24.9,15.0,76.0,07:15:00,19:16:00
234A,stop_times.txt,24.9,1.0,150.0,06:00:00,24:30:00
59A,stop_times.txt,25.0,2.0,169.0,06:00:00,24:00:00
933,stop_times.txt,25.0,15.0,30.0,07:05:00,20:13:00
NA36,frequencies.txt,25.0,20.0,30.0,00:10:00,05:14:00
978A,stop_times.txt,25.0,25.0,25.0,07:10:00,19:34:00
N281,frequencies.txt,25.0,20.0,30.0,00:40:00,25:22:00
N952,stop_times.txt,25.0,20.0,30.0,00:50:00,06:59:00
285A,frequencies.txt,25.0,20.0,30.0,07:00:00,19:50:00
936,frequencies.txt,25.0,15.0,30.0,07:00:00,23:00:00
20T,frequencies.txt,25.0,15.0,30.0,09:15:00,17:00:00
171P,stop_times.txt,25.0,25.0,25.0,07:15:00,09:27:00
110,frequencies.txt,25.0,14.0,35.0,06:00:00,20:55:00
962G,stop_times.txt,25.0,25.0,25.0,17:40:00,19:28:00
94S,stop_times.txt,25.0,12.0,38.0,13:30:00,18:25:00
580,frequencies.txt,25.0,15.0,30.0,06:20:00,24:10:00
B2,frequencies.txt,25.0,20.0,30.0,06:00:00,24:20:00
35X,frequencies.txt,25.0,20.0,30.0,07:35:00,22:30:00
27X,frequencies.txt,25.0,20.0,30.0,07:45:00,18:47:00
27MS,frequencies.txt,25.0,15.0,35.0,06:40:00,24:00:00
17A,stop_times.txt,25.0,4.0,56.0,07:00:00,09:00:00
797,frequencies.txt,25.0,15.0,30.0,06:00:00,24:00:00
N680,frequencies.txt,25.0,20.0,30.0,00:05:00,05:50:00
W4,frequencies.txt,25.0,20.0,30.0,08:00:00,20:30:00
413,stop_times.txt,25.0,4.0,56.0,07:00:00,20:36:00
273S,stop_times.txt,25.0,20.0,30.0,07:30:00,18:52:00
901,frequencies.txt,25.0,20.0,30.0,06:30:00,19:30:00
621,frequencies.txt,25.0,20.0,30.0,06:00:00,22:00:00
171A,stop_times.txt,25.0,15.0,30.0,07:25:00,09:39:00
623,frequencies.txt,25.0,15.0,30.0,06:00:00,20:45:00
N680,stop_times.txt,25.0,20.0,35.0,00:05:00,05:50:00
NR331S,stop_times.txt,25.0,3.0,47.0,06:45:00,23:40:00
N796,frequencies.txt,25.0,20.0,30.0,00:38:00,28:15:00
582,stop_times.txt,25.0,25.0,25.0,08:00:00,22:00:00
N293,frequencies.txt,25.0,20.0,30.0,00:00:00,05:40:00
213B,stop_times.txt,25.0,25.0,25.0,06:45:00,08:25:00
49,frequencies.txt,25.0,25.0,25.0,06:20:00,20:00:00
281X,frequencies.txt,25.0,20.0,30.0,06:45:00,08:55:00
182X,stop_times.txt,25.0,20.0,35.0,17:00:00,20:10:00
914,stop_times.txt,25.1,1.0,193.0,06:25:00,23:39:00
13D,frequencies.txt,25.1,15.0,30.0,05:15:00,25:14:00
87B,frequencies.txt,25.2,15.0,30.0,05:30:00,24:27:00
296D,frequencies.txt,25.2,15.0,30.0,05:50:00,24:00:00
592,stop_times.txt,25.2,1.0,105.0,05:50:00,24:46:00
5X,frequencies.txt,25.3,20.0,30.0,06:00:00,24:00:00
E22,stop_times.txt,25.4,1.0,125.0,05:30:00,25:28:00
67X,stop_times.txt,25.5,1.0,129.0,05:25:00,24:40:00
720A,stop_times.txt,25.5,12.0,60.0,05:56:00,09:01:00
219X,frequencies.txt,25.5,15.0,40.0,06:45:00,24:00:00
297,frequencies.txt,25.5,15.0,30.0,05:30:00,24:29:00
84M,stop_times.txt,25.5,1.0,127.0,05:30:00,23:53:00
86C,frequencies.txt,25.6,20.0,30.0,05:30:00,24:20:00
14,frequencies.txt,25.7,10.0,60.0,05:15:00,24:35:00
2D,frequencies.txt,25.7,20.0,30.0,05:15:00,23:45:00
66M,frequencies.txt,25.7,15.0,30.0,05:35:00,24:20:00
7B,stop_times.txt,25.8,2.0,70.0,06:00:00,24:10:00
904,frequencies.txt,25.8,18.0,30.0,06:18:00,22:00:00
69,frequencies.txt,25.8,15.0,30.0,06:30:00,23:00:00
83K,stop_times.txt,25.8,2.0,152.0,05:45:00,24:05:00
34A,frequencies.txt,25.8,15.0,30.0,06:45:00,20:45:00
S56,frequencies.txt,25.8,20.0,30.0,00:00:00,23:57:00
N271,frequencies.txt,25.8,20.0,30.0,00:45:00,05:29:00
251B,frequencies.txt,25.8,20.0,30.0,05:30:00,25:20:00
A37,frequencies.txt,25.9,20.0,40.0,05:00:00,24:55:00
796P,frequencies.txt,25.9,20.0,30.0,07:00:00,24:00:00
49S,stop_times.txt,25.9,2.0,90.0,00:00:00,06:43:00
49,stop_times.txt,26.0,20.0,30.0,06:20:00,20:00:00
NR331,frequencies.txt,26.0,20.0,30.0,06:00:00,24:20:00
602C,stop_times.txt,26.0,26.0,26.0,06:40:00,21:20:00
690,frequencies.txt,26.0,20.0,30.0,06:00:00,23:35:00
216M,frequencies.txt,26.1,20.0,30.0,05:45:00,24:40:00
E37,stop_times.txt,26.2,1.0,200.0,05:10:00,24:30:00
A33X,frequencies.txt,26.2,15.0,60.0,05:00:00,24:34:00
93K,frequencies.txt,26.2,17.0,30.0,05:10:00,24:10:00
N170,frequencies.txt,26.2,22.0,30.0,00:00:00,06:22:00
287,frequencies.txt,26.2,20.0,30.0,06:55:00,22:30:00
61P,stop_times.txt,26.2,25.0,30.0,07:10:00,19:45:00
978,frequencies.txt,26.3,9.0,60.0,05:40:00,23:40:00
2D,stop_times.txt,26.3,2.0,50.0,05:15:00,23:45:00
289K,stop_times.txt,26.4,2.0,222.0,05:25:00,24:20:00
203C,frequencies.txt,26.4,20.0,30.0,05:30:00,23:00:00
413,frequencies.txt,26.4,10.0,40.0,07:00:00,20:36:00
63A,stop_times.txt,26.4,2.0,174.0,06:00:00,24:00:00
74K,stop_times.txt,26.4,2.0,94.0,05:50:00,24:10:00
14B,frequencies.txt,26.4,20.0,30.0,05:45:00,24:35:00
290X,frequencies.txt,26.4,12.0,40.0,05:10:00,25:05:00
86A,stop_times.txt,26.5,1.0,130.0,00:00:00,23:55:00
281A,stop_times.txt,26.5,2.0,110.0,05:30:00,24:30:00
7027,stop_times.txt,26.5,2.0,102.0,07:05:00,18:47:00
26M,frequencies.txt,26.6,20.0,30.0,05:35:00,23:30:00
811S,frequencies.txt,26.7,20.0,30.0,06:00:00,09:00:00
49A,frequencies.txt,26.7,20.0,30.0,06:40:00,19:00:00
58A,frequencies.txt,26.7,20.0,30.0,07:00:00,19:00:00
268B,frequencies.txt,26.7,20.0,30.0,07:00:00,24:30:00
281B,frequencies.txt,26.7,20.0,30.0,06:50:00,08:50:00
13M,frequencies.txt,26.7,20.0,30.0,05:35:00,24:10:00
25M,stop_times.txt,26.7,6.0,40.0,06:00:00,23:45:00
NR331,stop_times.txt,26.7,1.0,59.0,06:00:00,24:20:00
5D,frequencies.txt,26.7,20.0,30.0,06:00:00,22:00:00
298X,frequencies.txt,26.7,20.0,30.0,07:30:00,23:15:00
68,stop_times.txt,26.8,1.0,172.0,05:45:00,23:45:00
286C,stop_times.txt,26.8,4.0,80.0,06:00:00,23:10:00
72A,frequencies.txt,26.8,20.0,35.0,05:10:00,24:20:00
76K,frequencies.txt,26.9,20.0,30.0,05:45:00,23:49:00
28A,frequencies.txt,26.9,20.0,40.0,07:00:00,22:00:00
85X,stop_times.txt,26.9,1.0,123.0,05:25:00,24:15:00
NA43,stop_times.txt,27.0,2.0,122.0,00:15:00,06:17:00
N269,frequencies.txt,27.0,25.0,30.0,00:00:00,06:00:00
914X,stop_times.txt,27.0,27.0,27.0,07:38:00,09:08:00
296M,stop_times.txt,27.0,3.0,66.0,05:50:00,24:10:00
298F,stop_times.txt,27.0,5.0,149.0,12:20:00,19:55:00
806C,frequencies.txt,27.0,15.0,30.0,08:15:00,20:00:00
606A,frequencies.txt,27.0,25.0,30.0,06:10:00,09:30:00
623,stop_times.txt,27.0,8.0,52.0,06:00:00,20:45:00
298,stop_times.txt,27.1,5.0,133.0,07:45:00,23:00:00
21,frequencies.txt,27.1,20.0,30.0,05:40:00,24:26:00
88X,frequencies.txt,27.1,15.0,30.0,05:40:00,23:30:00
A41P,frequencies.txt,27.1,20.0,40.0,05:20:00,25:06:00
E33P,frequencies.txt,27.1,12.0,45.0,05:15:00,25:04:00
3B,frequencies.txt,27.1,20.0,30.0,05:35:00,24:56:00
18X,stop_times.txt,27.2,3.0,58.0,07:00:00,19:40:00
85A,frequencies.txt,27.3,25.0,30.0,05:30:00,24:40:00
243M,stop_times.txt,27.3,2.0,108.0,05:50:00,24:08:00
71,stop_times.txt,27.4,3.0,70.0,05:30:00,21:30:00
11K,frequencies.txt,27.4,20.0,35.0,06:00:00,24:05:00
117A,frequencies.txt,27.4,25.0,30.0,07:00:00,19:44:00
